UserID,LengthOfScreenName,LengthOfDescriptionInUserProfile,NumberOfFollowings,NumberOfFollowers,NumberOfTweets,AccountAge(hours),FollowingsOnFollowersRatio,ReputationScore,TweetsOnLifetimeRatio,AverageTweetsPerDay,LinksOnTweetsRatio,AverageNumberOfLinksPerTweet,AtSignsOnTweetsRatio,ConsecutiveTweetsAverageTimeDiff,ConsecutiveTweetsMaxTimeDiff,AvgLengthOfTweet,TotalPunctuations,LSA1,LSA2,LDA1,LDA2,LDA3,LDA4,LDA5,LDA6,LDA7,LDA8,LDA9,LDA10,LDA11,LDA12,LDA13,LDA14,LDA15,LDA16,LDA17,LDA18,LDA19,LDA20,Class
614,10,34,510,350,3265,29432.437777777777,1.457142857142857,0.4069767441860465,0.1109320276034068,8.0,0.0189892802450229,0.31,0.0355283307810107,180.65125628140703,1521.3333333333333,66.45,862.0,0.21004223249737747,-0.2525290589776593,8.3892619420385e-05,8.38926191586131e-05,8.389261745083172e-05,8.389261747479727e-05,8.389261745297893e-05,0.9762279084833775,8.389261751043461e-05,8.389261767167276e-05,8.389262044683749e-05,8.389261899028187e-05,0.022262024386458214,8.389261748576901e-05,8.389261746576168e-05,8.389261866816122e-05,8.389261842518167e-05,8.389261816294638e-05,8.389261766821478e-05,8.38926187817763e-05,8.38926174497931e-05,8.389262047976955e-05,0
1038,7,156,304,443,4405,29268.998888888887,0.6862302483069977,0.5930388219544847,0.1505005352838435,10.0,0.0124858115777525,0.275,0.03155505107832,138.13417085427136,1225.9666666666667,83.43,803.0,0.24048601782534362,0.1307820536824568,0.00014084507127404882,0.00014084507270140014,0.0001408450704251597,0.00014084507046556956,0.00014084507042731511,0.00014084507362032494,0.00014084507048509767,0.000140845071022387,0.00014084507109650245,0.012803865128430951,0.16571323251645645,0.00014084507049732657,0.00014084507043278676,0.00014084507527948415,0.00014084507536097333,0.00014084507073244175,0.00014084507042803895,0.00014084507170032516,0.0001408450704226743,0.8190885361387409,0
1437,6,37,45,73,725,29259.93,0.6164383561643836,0.6186440677966102,0.0247779130025259,2.816901408450704,0.0262068965517241,0.095,0.1668965517241379,659.7570351758794,6081.95,77.92,825.0,0.2814318823418312,-0.33297294805486954,6.535947749166155e-05,6.535947885811148e-05,6.535947712493201e-05,6.535947714358875e-05,6.535947712526529e-05,0.9987581699249761,6.535947712677397e-05,6.53594772326217e-05,6.535947744844427e-05,6.535947754639806e-05,6.53594787778836e-05,6.535947715451506e-05,6.535947712798874e-05,6.535947803903294e-05,6.535947889594292e-05,6.535947737933831e-05,6.535947722896e-05,6.53594775157046e-05,6.535947712426865e-05,6.535947868229852e-05,0
2615,7,0,211,230,211,29443.17805555556,0.917391304347826,0.5215419501133787,0.0071663459563322,1.3888888888888888,0.1279620853080568,0.135,0.3601895734597156,6673.950753768844,128231.28333333334,76.64,675.0,0.2276578329266089,-0.2651860503875833,7.610350127182868e-05,7.61035015076729e-05,7.610350076200781e-05,7.610350078720901e-05,7.610350076246101e-05,0.8523163807294545,7.610350081209936e-05,7.610350091696959e-05,7.610350139255153e-05,7.610350180109381e-05,0.14631375624934068,7.610350079180054e-05,7.610350076421826e-05,7.610350175868769e-05,7.610350158892494e-05,7.610350114906628e-05,7.610350083075214e-05,7.610350167208305e-05,7.610350076114735e-05,7.61035018742691e-05,0
3148,8,97,7346,7244,11438,29115.29888888889,1.0140806184428492,0.4965044551062371,0.3928518832538937,22.11111111111111,0.0102290610246546,0.5879396984924623,0.0104039167686658,60.92617845117845,1444.5833333333333,74.22613065326634,895.0,0.25487972730756225,-0.284355091337739,7.530120521334444e-05,7.530120577645161e-05,7.530120482056677e-05,7.530120485273374e-05,7.530120482083045e-05,0.03957864065550914,7.530120482089007e-05,7.530120501357963e-05,7.530120505929645e-05,7.530120562916893e-05,0.9421190240748331,7.53012048610257e-05,7.530120482431033e-05,7.53012062792547e-05,0.0170222147819427,7.530120498974775e-05,7.530120500042068e-05,7.530120518112563e-05,7.53012048193668e-05,7.530120575271452e-05,0
5593,8,56,898,1024,2897,28147.160555555554,0.876953125,0.5327783558792925,0.1029233479619387,6.633333333333334,0.0227821884708318,0.3618090452261306,0.0286503279254401,243.304797979798,3349.4333333333334,90.41206030150754,1005.0,0.1917032411399419,0.09596904022708966,0.00012019230830342759,0.00012019230874008271,0.00012019230769349098,0.00012019230771494968,0.00012019230769386059,0.00012019230921312273,0.00012019230771255423,0.00012019230819475332,0.00012019230809635556,0.00012019230892954207,0.00012019230940626407,0.00012019230772104135,0.00012019230770236029,0.00012019230826130944,0.00012019230918269792,0.0001201923078176049,0.00012019230779444987,0.00012019230824033684,0.00012019230769237396,0.9977163461438894,0
9375,9,11,53,131,566,27042.150833333333,0.4045801526717557,0.7119565217391305,0.0209302878121041,5.2631578947368425,0.1113074204946996,0.315,0.1766784452296819,294.45376884422114,4168.25,73.89,1104.0,0.1287646713508034,-0.1420455265898626,0.0001160092814688529,0.018122636797431577,0.00011600928074414335,0.00011600928077925326,0.00011600928074539043,0.5335798560589834,0.00011600928075325549,0.00011600928099974307,0.0001160092812012159,0.00011600928374251374,0.43357575847246477,0.00011600928078899598,0.00011600928074934796,0.0001160092827572412,0.00011600928213322152,0.00011600928105475306,0.0001160092808031913,0.00011600928228947213,0.00011600928074260204,0.012865600169367115,0
10336,6,0,754,4103,6181,26886.453055555558,0.1837679746526931,0.8447601400041178,0.2298927265425522,7.407407407407407,0.0084128781750525,0.27,0.0263711373564148,185.8848408710218,1784.0,104.71,1036.0,0.1900795810179606,-0.22490707708907828,5.0100201343543697e-05,5.010020116366943e-05,5.010020040139734e-05,5.010020041495862e-05,5.010020040192862e-05,0.7387116937319017,5.010020040131441e-05,5.010020045902181e-05,5.010020103023052e-05,5.010020086563336e-05,0.2603865026541739,5.01002004203355e-05,5.010020041088947e-05,5.010020202128539e-05,5.0100201200186345e-05,5.010020045883035e-05,5.010020042420865e-05,5.010020122197488e-05,5.0100200400863775e-05,5.010020088391923e-05,0
10455,9,15,140,222,1192,26806.820277777777,0.6306306306306306,0.6132596685082873,0.0444662958026446,3.4339622641509435,0.0100671140939597,0.0769230769230769,0.0755033557046979,448.035635359116,3685.133333333333,89.83516483516483,605.0,0.27328441869812,-0.32394801880012397,6.075334175814795e-05,6.075334260585471e-05,6.0753341434562195e-05,6.075334145408268e-05,6.075334143492414e-05,0.6385422879956864,6.0753341444940714e-05,6.0753341634135836e-05,6.075334163325106e-05,6.075334187278158e-05,0.3603641518534161,6.075334145909301e-05,6.0753341437031025e-05,6.0753342046015636e-05,6.075334204422104e-05,6.0753341568901777e-05,6.075334144484087e-05,6.075334188877177e-05,6.075334143385919e-05,6.075334230212018e-05,0
10698,8,63,140,1329,17457,26791.25888888889,0.1053423626787058,0.9046970728386656,0.651593121189237,33.333333333333336,0.0032651658360543,0.285,0.0057856447270435,29.675879396984925,441.7,65.69,558.0,0.6646940923420847,0.5270711162137479,0.00011013216008579484,0.00011013216031957104,0.00011013215859141852,0.00011013215862107879,0.00011013215859206515,0.03883916365062856,0.00011013215860066913,0.00011013215869852461,0.959178457477538,0.00011013216011931911,0.00011013216144633767,0.00011013215862671389,0.00011013215861888164,0.00011013215910317034,0.00011013216191579752,0.0001101321592999538,0.00011013215862117369,0.00011013215932039148,0.00011013215859044574,0.00011013216266206395,0
11718,11,31,254,3639,8245,26711.653611111116,0.0697993954383072,0.9347546879013614,0.3086667759337209,7.142857142857143,0.009945421467556,0.425,0.0160097028502122,195.28123953098827,1341.8166666666666,124.7,964.0,0.30613524471630155,-0.3474591834826721,3.915426822570472e-05,3.915426857604578e-05,3.915426781565412e-05,3.9154267839254984e-05,3.9154267815964296e-05,0.6310346349355246,3.915426782036912e-05,3.9154267887933216e-05,3.915426819662013e-05,3.91542684784189e-05,0.3682605882389519,3.915426783057981e-05,3.91542678171368e-05,3.915426844069718e-05,3.915426861374861e-05,3.9154267873173335e-05,3.9154267816589555e-05,3.915426806338038e-05,3.915426781524427e-05,3.915426859706417e-05,0
12527,12,49,108,92,815,26600.2675,1.173913043478261,0.46,0.0306387896287133,2.430379746835443,0.0159509202453987,0.0677083333333333,0.1226993865030674,843.853577661431,7570.45,73.47395833333333,659.0,0.27764239985060735,-0.32739074512526706,6.72947521851079e-05,6.72947521424944e-05,6.729475101022474e-05,6.729475102851266e-05,6.729475101029109e-05,0.9987213997150537,6.729475101111375e-05,6.729475108813141e-05,6.729475246433271e-05,6.729475138728927e-05,6.729475978823769e-05,6.729475103486571e-05,6.729475101255658e-05,6.729475150426901e-05,6.729475161525777e-05,6.729475131078316e-05,6.729475102049346e-05,6.729475139328014e-05,6.72947510095105e-05,6.729475192967759e-05,0
13602,6,28,145,395,7468,26489.687777777777,0.3670886075949367,0.7314814814814815,0.2819210276334367,11.764705882352942,0.0085698982324584,0.325,0.0210230316014997,123.89120603015076,2094.15,97.765,1016.0,0.2543807155846032,-0.2913079084235431,5.938242778640397e-05,5.938242438465602e-05,5.938242280356387e-05,5.93824228169549e-05,5.938242280371964e-05,0.5869559427022596,5.938242280416763e-05,5.9382422922060296e-05,5.938242313419431e-05,5.938242320472117e-05,0.4119751736751074,5.93824228256342e-05,5.938242280636562e-05,5.938242554623727e-05,5.938242350955081e-05,5.9382422962138155e-05,5.9382422805420295e-05,5.9382423154375446e-05,5.9382422802941355e-05,5.938242355989843e-05,0
